medal,beer,brewery,city,state,style,year,coords,lat,lng,comp
Bronze,"Penn Dark","Pennsylvania Brewing Co.",Pittsburgh,PA,"European-Style Dunkel",2011,"-79.9763 40.4396",40.4396,-79.9763,GABF
Gold,"Mangalitsa Pig Porter","Right Brain Brewery","Traverse City",MI,"Experimental Beer",2011,"-85.6035 44.7547",44.7547,-85.6035,GABF
Silver,"Petit Obscura","Telegraph Brewing Co.","Santa Barbara",CA,"Experimental Beer",2011,"-119.7202 34.4285",34.4285,-119.7202,GABF
Bronze,Belgorado,"Wynkoop Brewing Co.",Denver,CO,"Experimental Beer",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,"Minaret ESB","Cigar City Brewing",Tampa,FL,"Extra Special Bitter",2011,"-82.4451 27.9942",27.9942,-82.4451,GABF
Silver,"Colorado Kind","Mountain Sun Pub and Brewery",Boulder,CO,"Extra Special Bitter",2011,"-105.2523 40.0249",40.0249,-105.2523,GABF
Bronze,"Harvest Ale","Goose Island Beer Co.",Chicago,IL,"Extra Special Bitter",2011,"-87.6862 41.8373",41.8373,-87.6862,GABF
Gold,"Upslope Pumpkin Ale","Upslope Brewing Co.",Boulder,CO,"Field Beer or Pumpkin Beer",2011,"-105.2523 40.0249",40.0249,-105.2523,GABF
Silver,"Pumpkin Ale","BJ's Restaurant & Brewery - Chandler",Chandler,AZ,"Field Beer or Pumpkin Beer",2011,"-111.8517 33.2827",33.2827,-111.8517,GABF
Bronze,"Turnip the Beets","Bull & Bush Brewery",Denver,CO,"Field Beer or Pumpkin Beer",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,"Dark Side Stout","Silver Moon Brewing",Bend,OR,"Foreign-Style Stout",2011,"-121.3087 44.0562",44.0562,-121.3087,GABF
Silver,"Malpais Stout","La Cumbre Brewing Co.",Albuquerque,NM,"Foreign-Style Stout",2011,"-106.6464 35.1053",35.1053,-106.6464,GABF
Bronze,"Z-Man Stout","Pizza Port Ocean Beach","San Diego",CA,"Foreign-Style Stout",2011,"-117.1225 32.8312",32.8312,-117.1225,GABF
Gold,Saison-Brett,"Boulevard Brewing Co.","Kansas City",MO,"French- and Belgian-Style Saison",2011,"-94.5541 39.1239",39.1239,-94.5541,GABF
Silver,"Funkwerks Saison",Funkwerks,"Fort Collins",CO,"French- and Belgian-Style Saison",2011,"-105.0651 40.5475",40.5475,-105.0651,GABF
Bronze,Sofie,"Goose Island Beer Co.",Chicago,IL,"French- and Belgian-Style Saison",2011,"-87.6862 41.8373",41.8373,-87.6862,GABF
Gold,"Raspberry Tart","New Glarus Brewing Co.","New Glarus",WI,"Fruit Beer",2011,"-89.6337 42.813",42.813,-89.6337,GABF
Silver,"Brainless on Peaches","Epic Brewing Co.","Salt Lake City",UT,"Fruit Beer",2011,"-111.93 40.7774",40.7774,-111.93,GABF
Bronze,"Derailed Black Cherry Ale","Erie Brewing Co.",Erie,PA,"Fruit Beer",2011,"-80.0733 42.1168",42.1168,-80.0733,GABF
Gold,"5 Lizard","5 Rabbit Cerveceria",Chicago,IL,"Fruit Wheat Beer",2011,"-87.6862 41.8373",41.8373,-87.6862,GABF
Silver,"Mr. Pineapple Wheat","SanTan Brewing Co.",Chandler,AZ,"Fruit Wheat Beer",2011,"-111.8517 33.2827",33.2827,-111.8517,GABF
Bronze,"Vintage Blonde Ale","Blue Moon Brewing Co.",Golden,CO,"Fruit Wheat Beer",2011,"-105.2118 39.7406",39.7406,-105.2118,GABF
Gold,"Little Red Cap","Grimm Brothers Brewhouse",Loveland,CO,"German-Style Altbier",2011,"-105.0622 40.4167",40.4167,-105.0622,GABF
Silver,"TAPS Alt","TAPS Fish House & Brewery","(Brea, CA) Brea",CA,"German-Style Altbier",2011,,,,GABF
Bronze,"Chuckanut Alt","Chuckanut Brewery",Bellingham,WA,"German-Style Altbier",2011,"-122.4687 48.7543",48.7543,-122.4687,GABF
Gold,"Autumnal Fire","Capital Brewery Co.",Middleton,WI,"German-Style Doppelbock or Eisbock",2011,"-89.5058 43.1064",43.1064,-89.5058,GABF
Silver,"St. Nik Brewer's Reserve","Pennsylvania Brewing Co.",Pittsburgh,PA,"German-Style Doppelbock or Eisbock",2011,"-79.9763 40.4396",40.4396,-79.9763,GABF
Bronze,Eisphyre,"Capital Brewery Co.",Middleton,WI,"German-Style Doppelbock or Eisbock",2011,"-89.5058 43.1064",43.1064,-89.5058,GABF
Gold,"Chuckanut Kolsch","Chuckanut Brewery",Bellingham,WA,"German-Style Kölsch",2011,"-122.4687 48.7543",48.7543,-122.4687,GABF
Silver,"Great Adirondack Kölsch","Great Adirondack Brewing Co.","Lake Placid",NY,"German-Style Kölsch",2011,"-73.9855 44.2837",44.2837,-73.9855,GABF
Bronze,"Capital City Kolsch","Blind Tiger Brewery & Restaurant",Topeka,KS,"German-Style Kölsch",2011,"-95.6955 39.0346",39.0346,-95.6955,GABF
Gold,"Stein Knocker","Hoppers Grill & Brewing Co.",Midvale,UT,"German-Style Märzen",2011,"-111.8928 40.6148",40.6148,-111.8928,GABF
Silver,"Munster Fest","Three Floyds Brewing Co.",Munster,IN,"German-Style Märzen",2011,"-87.504 41.5469",41.5469,-87.504,GABF
Bronze,"Samuel Adams Octoberfest","Boston Beer Co.",Boston,MA,"German-Style Märzen",2011,"-71.0846 42.3188",42.3188,-71.0846,GABF
Gold,"Pavlov's Pils","C.B. & Potts Restaurant & Brewery - Fort Collins","Fort Collins",CO,"German-Style Pilsener",2011,"-105.0651 40.5475",40.5475,-105.0651,GABF
Silver,"Sunshine Pils","Tröegs Brewing Co.",Harrisburg,PA,"German-Style Pilsener",2011,"-76.8843 40.2752",40.2752,-76.8843,GABF
Bronze,Pilsner,"Marble Brewery",Albuquerque,NM,"German-Style Pilsener",2011,"-106.6464 35.1053",35.1053,-106.6464,GABF
Gold,"TAPS Schwarzbier","TAPS Fish House & Brewery","(Corona, CA) Brea",CA,"German-Style Schwarzbier",2011,,,,GABF
Silver,"Nevermore Lager","Rock Bottom Brewery","(King of Prussia, PA) Louisville",CO,"German-Style Schwarzbier",2011,,,,GABF
Bronze,"Gordon Biersch Schwarzbier","Gordon Biersch Brewery Restaurant","(Seattle, WA) Chattanooga",TN,"German-Style Schwarzbier",2011,,,,GABF
Gold,"Berliner Weisse","Crabtree Brewing Co.",Greeley,CO,"German-Style Sour Ale",2011,"-104.7705 40.4151",40.4151,-104.7705,GABF
Silver,"Hottenroth Berliner Weisse","The Bruery",Placentia,CA,"German-Style Sour Ale",2011,"-117.8553 33.8807",33.8807,-117.8553,GABF
Bronze,"Gordon Biersch Goze","Gordon Biersch Brewery Restaurant","(Rockville, MD) Chattanooga",TN,"German-Style Sour Ale",2011,,,,GABF
Gold,"Boscos Hefeweizen","Boscos Brewing Co.",Memphis,TN,"German-Style Wheat Ale",2011,"-89.9773 35.1046",35.1046,-89.9773,GABF
Silver,Weizenbock,"Sierra Nevada Brewing Co.",Chico,CA,"German-Style Wheat Ale",2011,"-121.8152 39.7575",39.7575,-121.8152,GABF
Bronze,Dark-n-Curvy,"Piece Brewery",Chicago,IL,"German-Style Wheat Ale",2011,"-87.6862 41.8373",41.8373,-87.6862,GABF
Gold,"Gluten-Free Lemon Pale","Strange Brewing Co.",Denver,CO,"Gluten-Free Beer",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Silver,"New Grist","Lakefront Brewery",Milwaukee,WI,"Gluten-Free Beer",2011,"-87.9673 43.0642",43.0642,-87.9673,GABF
Bronze,"Seeley Axe White","Kettlehouse Brewing Co.",Missoula,MT,"Gluten-Free Beer",2011,"-114.0095 46.8685",46.8685,-114.0095,GABF
Gold,Blonde,"Ram Restaurant & Brewery - Seattle",Seattle,WA,"Golden or Blonde Ale",2011,"-122.3244 47.6211",47.6211,-122.3244,GABF
Silver,"Alaskan Pale Ale","Alaskan Brewing Co.",Juneau,AK,"Golden or Blonde Ale",2011,"-134.1739 58.4546",58.4546,-134.1739,GABF
Bronze,"Kent Lake Kolsch","Iron Springs Pub & Brewery",Fairfax,CA,"Golden or Blonde Ale",2011,"-122.595 37.9884",37.9884,-122.595,GABF
Gold,"Mexican Chocolate Stout","Copper Kettle Brewing Co.",Denver,CO,"Herb and Spice Beer",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Silver,LSD,"Minneapolis Town Hall Brewery",Minneapolis,MN,"Herb and Spice Beer",2011,"-93.2678 44.9635",44.9635,-93.2678,GABF
Bronze,"CBC Heather Ale","Cambridge Brewing Co.",Cambridge,MA,"Herb and Spice Beer",2011,"-71.1185 42.3759",42.3759,-71.1185,GABF
Gold,"Citra Double IPA","Kern River Brewing",Kernville,CA,"Imperial India Pale Ale",2011,"-118.4321 35.7531",35.7531,-118.4321,GABF
Silver,"Double Jack","Firestone Walker Brewing Co.","Paso Robles",CA,"Imperial India Pale Ale",2011,,,,GABF
Bronze,"Imperial IPA","Epic Brewing Co.","Salt Lake City",UT,"Imperial India Pale Ale",2011,"-111.93 40.7774",40.7774,-111.93,GABF
Gold,"547 Haight - The Toronado San Francisco’s 20th Anniversary Imperial Red Ale","Pizza Port Carlsbad",Carlsbad,CA,"Imperial Red Ale",2011,"-117.2837 33.1247",33.1247,-117.2837,GABF
Silver,"Rhino Chaser Imperial Red Ale","Pizza Port Ocean Beach","San Diego",CA,"Imperial Red Ale",2011,"-117.1225 32.8312",32.8312,-117.1225,GABF
Bronze,"Organic Deranger","Laurelwood Brewing Co.",Portland,OR,"Imperial Red Ale",2011,"-122.65 45.5371",45.5371,-122.65,GABF
Gold,"BORIS The Crusher Oatmeal-Imperial Stout","Hoppin' Frog Brewing Co.",Akron,OH,"Imperial Stout",2011,"-81.5219 41.0798",41.0798,-81.5219,GABF
Silver,"Russian Imperial Stout","Iron Hill Brewery & Restaurant",Wilmington,DE,"Imperial Stout",2011,"-75.5413 39.7415",39.7415,-75.5413,GABF
Bronze,IMOS,"Max Lager's Wood-Fired Grill & Brewery",Atlanta,GA,"Imperial Stout",2011,"-84.4225 33.7627",33.7627,-84.4225,GABF
Gold,Hqt,"21st Amendment Brewery","San Francisco",CA,"Indigenous Beer",2011,"-122.443 37.7562",37.7562,-122.443,GABF
Silver,"Monticello Reserve Ale","Starr Hill Brewery",Crozet,VA,"Indigenous Beer",2011,"-78.6962 38.0645",38.0645,-78.6962,GABF
Bronze,"Hot Rocks Lager","Port Brewing Co.","San Marcos",CA,"Indigenous Beer",2011,"-117.1743 33.135",33.135,-117.1743,GABF
Gold,"Boulevard Pale Ale","Boulevard Brewing Co.","Kansas City",MO,"International-Style Pale Ale",2011,"-94.5541 39.1239",39.1239,-94.5541,GABF
Silver,"Intercontinental Pale Ale","Flossmoor Station Brewing Co.",Flossmoor,IL,"International-Style Pale Ale",2011,"-87.6857 41.5391",41.5391,-87.6857,GABF
Bronze,Radiant,"Ninkasi Brewing Co.",Eugene,OR,"International-Style Pale Ale",2011,"-123.1173 44.0563",44.0563,-123.1173,GABF
Gold,"O'Rion Irish Red","Equinox Brewing","Fort Collins",CO,"Irish-Style Red Ale",2011,"-105.0651 40.5475",40.5475,-105.0651,GABF
Silver,"Copperhead Red","Ghost River Brewing",Memphis,TN,"Irish-Style Red Ale",2011,"-89.9773 35.1046",35.1046,-89.9773,GABF
Bronze,"Colorado Boy Irish Ale","Colorado Boy Brewing Co.",Ridgway,CO,"Irish-Style Red Ale",2011,"-107.7545 38.1573",38.1573,-107.7545,GABF
Gold,"Kolsch Kellerbier","Mad Fox Brewing Co.","Falls Church",VA,"Kellerbier or Zwickelbier",2011,"-77.1751 38.8847",38.8847,-77.1751,GABF
Silver,"Bottle Rocket Lager","Uncle Billy's Brew & Que - Lake Travis",Austin,TX,"Kellerbier or Zwickelbier",2011,"-97.7517 30.3006",30.3006,-97.7517,GABF
Bronze,"B3K Schwarzbier","Wynkoop Brewing Co.",Denver,CO,"Kellerbier or Zwickelbier",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,"Chuckanut Helles","Chuckanut Brewery",Bellingham,WA,"Munich-Style Helles",2011,"-122.4687 48.7543",48.7543,-122.4687,GABF
Silver,"Where in the Helles Gunner?","Emmett's Brewing Co.","West Dundee",IL,"Munich-Style Helles",2011,"-88.3072 42.0984",42.0984,-88.3072,GABF
Bronze,Órale,"Del Norte Brewing Co.",Denver,CO,"Munich-Style Helles",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,"Back Road Stout","Millstream Brewing Co.",Amana,IA,"Oatmeal Stout",2011,"-91.8741 41.8025",41.8025,-91.8741,GABF
Silver,"Oatmeal Stout","Crabtree Brewing Co.",Greeley,CO,"Oatmeal Stout",2011,"-104.7705 40.4151",40.4151,-104.7705,GABF
Bronze,"Stagecoach Stout","Figueroa Mountain Brewing Co.",Buellton,CA,"Oatmeal Stout",2011,"-120.1943 34.6152",34.6152,-120.1943,GABF
Gold,Papier,"The Bruery",Placentia,CA,"Old Ale or Strong Ale",2011,"-117.8553 33.8807",33.8807,-117.8553,GABF
Silver,"AleSmith Decadence '10 Old Ale","AleSmith Brewing Co.","San Diego",CA,"Old Ale or Strong Ale",2011,"-117.1225 32.8312",32.8312,-117.1225,GABF
Bronze,"Arctic Alchemy","Fegley's Brew Works",Allentown,PA,"Old Ale or Strong Ale",2011,"-75.4755 40.5961",40.5961,-75.4755,GABF
Gold,DBA,"Firestone Walker Brewing Co.","Paso Robles",CA,"Ordinary or Special Bitter",2011,,,,GABF
Silver,"New Speedway Bitter","Magnolia Gastropub and Brewery","San Francisco",CA,"Ordinary or Special Bitter",2011,"-122.443 37.7562",37.7562,-122.443,GABF
Bronze,"Bonnie Lee's Best Bitter","Magnolia Gastropub and Brewery","San Francisco",CA,"Ordinary or Special Bitter",2011,"-122.443 37.7562",37.7562,-122.443,GABF
Gold,"Wheat Wine Ale","Smuttynose Brewing Co.",Portsmouth,NH,"Other Strong Beer",2011,"-70.7826 43.058",43.058,-70.7826,GABF
Silver,"Saison du Summer","Backcountry Brewery",Frisco,CO,"Other Strong Beer",2011,"-106.0918 39.5793",39.5793,-106.0918,GABF
Bronze,"Totality Imperial Stout","FiftyFifty Brewing Co.",Truckee,CA,"Other Strong Beer",2011,"-120.1848 39.3454",39.3454,-120.1848,GABF
Gold,"Before Capone","C.B. & Potts Restaurant & Brewery - Westminster",Westminster,CO,"Pro-Am Competition",2011,"-105.0624 39.8837",39.8837,-105.0624,GABF
Silver,Schwarzherz,"Uinta Brewing Co.","Salt Lake City",UT,"Pro-Am Competition",2011,"-111.93 40.7774",40.7774,-111.93,GABF
Bronze,Kriek,"Dry Dock Brewing Co.",Aurora,CO,"Pro-Am Competition",2011,"-104.7274 39.7084",39.7084,-104.7274,GABF
Gold,"Moonlight Porter","Rock Bottom Brewery","(La Jolla, CA) Louisville",CO,"Robust Porter",2011,,,,GABF
Silver,"DeadEye Jack Porter","LoneRider Brewing Co.",Raleigh,NC,"Robust Porter",2011,"-78.6438 35.8324",35.8324,-78.6438,GABF
Bronze,"Pier Rat Porter","Pizza Port San Clemente","San Clemente",CA,"Robust Porter",2011,"-117.6103 33.4498",33.4498,-117.6103,GABF
Gold,"Three Flowers IPA","Marin Brewing Co.",Larkspur,CA,"Rye Beer",2011,"-122.5313 37.9394",37.9394,-122.5313,GABF
Silver,"Bock in Bock","Tequesta Brewing Co.",Tequesta,FL,"Rye Beer",2011,"-80.1011 26.9618",26.9618,-80.1011,GABF
Bronze,"Crank Tank","SweetWater Brewing Co.",Atlanta,GA,"Rye Beer",2011,"-84.4225 33.7627",33.7627,-84.4225,GABF
Gold,"Wee Muckle","Sun King Brewing Co.",Indianapolis,IN,"Scotch Ale",2011,"-86.1458 39.7771",39.7771,-86.1458,GABF
Silver,"Wee Heavy","Vintage Brewing Co.",Madison,WI,"Scotch Ale",2011,"-89.3923 43.0827",43.0827,-89.3923,GABF
Bronze,"Old Chub Scotch Ale","Oskar Blues Brewery",Longmont,CO,"Scotch Ale",2011,"-105.0996 40.169",40.169,-105.0996,GABF
Gold,"Hope and King Scotch Ale","Minneapolis Town Hall Brewery",Minneapolis,MN,"Scottish-Style Ale",2011,"-93.2678 44.9635",44.9635,-93.2678,GABF
Silver,"Naughty Scot","Rock Bottom Brewery","(College Park - Indianapolis, IN) Louisville",CO,"Scottish-Style Ale",2011,,,,GABF
Bronze,"Brown Bear Brown","Rock Bottom Brewery","(Bethesda, MD) Louisville",CO,"Scottish-Style Ale",2011,,,,GABF
Gold,"Provo Girl Pilsner","Utah Brewers Co-op","Salt Lake City",UT,"Session Beer",2011,"-111.93 40.7774",40.7774,-111.93,GABF
Silver,Twerp,"Pizza Port Carlsbad",Carlsbad,CA,"Session Beer",2011,"-117.2837 33.1247",33.1247,-117.2837,GABF
Bronze,"Firestone Walker Extra Pale Ale","Firestone Walker Brewing Co.","Paso Robles",CA,"Session Beer",2011,,,,GABF
Gold,"Smoke Ale","Rogue Ales",Newport,OR,"Smoke Beer",2011,"-124.0524 44.6231",44.6231,-124.0524,GABF
Silver,"Smoke Out","Starr Hill Brewery",Crozet,VA,"Smoke Beer",2011,"-78.6962 38.0645",38.0645,-78.6962,GABF
Bronze,"Alaskan Smoked Porter 2010","Alaskan Brewing Co.",Juneau,AK,"Smoke Beer",2011,"-134.1739 58.4546",58.4546,-134.1739,GABF
Gold,Hefeweizen,"Dry Dock Brewing Co.",Aurora,CO,"South German-Style Hefeweizen",2011,"-104.7274 39.7084",39.7084,-104.7274,GABF
Silver,"Wild Pitch Hefe Weizen","The SandLot",Denver,CO,"South German-Style Hefeweizen",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Bronze,EOS,"Nebraska Brewing Co.",Papillion,NE,"South German-Style Hefeweizen",2011,"-96.0679 41.1516",41.1516,-96.0679,GABF
Gold,"Hazelnut Brown Nectar","Rogue Ales",Newport,OR,"Specialty Beer",2011,"-124.0524 44.6231",44.6231,-124.0524,GABF
Silver,"Chateau Jiahu","Dogfish Head Craft Brewery",Milton,DE,"Specialty Beer",2011,"-75.3104 38.7751",38.7751,-75.3104,GABF
Bronze,"Denver Beer Co. Graham Cracker Porter","Denver Beer Co.",Denver,CO,"Specialty Beer",2011,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,Sixteen,"Weyerbacher Brewing Co.",Easton,PA,"Specialty Honey Beer",2011,"-75.2209 40.6858",40.6858,-75.2209,GABF
Silver,"Eye of the Storm","Minneapolis Town Hall Brewery",Minneapolis,MN,"Specialty Honey Beer",2011,"-93.2678 44.9635",44.9635,-93.2678,GABF
Bronze,"Midas Touch","Dogfish Head Craft Brewery",Milton,DE,"Specialty Honey Beer",2011,"-75.3104 38.7751",38.7751,-75.3104,GABF
Gold,"Steel Toe Stout","Ska Brewing Co.",Durango,CO,"Sweet Stout",2011,"-107.8703 37.2744",37.2744,-107.8703,GABF
Silver,"Cream Stout","Redwood Brewing Co.",Flint,MI,"Sweet Stout",2011,"-83.6922 43.0235",43.0235,-83.6922,GABF
Bronze,"Outlaw Oatmeal Stout","Great Basin Brewing Co.",Sparks,NV,"Sweet Stout",2011,"-119.7157 39.5729",39.5729,-119.7157,GABF
Gold,"Jomo Lager","Starr Hill Brewery",Crozet,VA,"Vienna-Style Lager",2011,"-78.6962 38.0645",38.0645,-78.6962,GABF
Silver,Cityfest,Brewzzi,"West Palm Beach",FL,"Vienna-Style Lager",2011,"-80.1316 26.7469",26.7469,-80.1316,GABF
Bronze,"Vienna Red Lager","Iron Hill Brewery & Restaurant",Wilmington,DE,"Vienna-Style Lager",2011,"-75.5413 39.7415",39.7415,-75.5413,GABF
Gold,"Velvet Merkin","Firestone Walker Brewing Co.","Paso Robles",CA,"Wood- and Barrel-Aged Beer",2011,,,,GABF
Silver,"Wee Pogue","Sun King Brewing Co.",Indianapolis,IN,"Wood- and Barrel-Aged Beer",2011,"-86.1458 39.7771",39.7771,-86.1458,GABF
Bronze,"Pinot Jubel","Deschutes Brewery",Bend,OR,"Wood- and Barrel-Aged Beer",2011,"-121.3087 44.0562",44.0562,-121.3087,GABF
Gold,Friek,"Odell Brewing Co.","Fort Collins",CO,"Wood- and Barrel-Aged Sour Beer",2011,"-105.0651 40.5475",40.5475,-105.0651,GABF
Silver,"The Wanderer","The Bruery",Placentia,CA,"Wood- and Barrel-Aged Sour Beer",2011,"-117.8553 33.8807",33.8807,-117.8553,GABF
Bronze,"Le Serpent Cerise","Snake River Brewing",Jackson,WY,"Wood- and Barrel-Aged Sour Beer",2011,"-110.7745 43.4721",43.4721,-110.7745,GABF
Gold,"Melange a Trois","Nebraska Brewing Co.",Papillion,NE,"Wood- and Barrel-Aged Strong Beer",2011,"-96.0679 41.1516",41.1516,-96.0679,GABF
Silver,"BBJ (Bourbon Barrel Johan)","Sun King Brewing Co.",Indianapolis,IN,"Wood- and Barrel-Aged Strong Beer",2011,"-86.1458 39.7771",39.7771,-86.1458,GABF
Bronze,"Barrel Aged Naked Evil BBW","Hoppin' Frog Brewing Co.",Akron,OH,"Wood- and Barrel-Aged Strong Beer",2011,"-81.5219 41.0798",41.0798,-81.5219,GABF
Gold,"Bourbon Murder","Deschutes Brewery",Bend,OR,"Wood- and Barrel-Aged Strong Stout",2011,"-121.3087 44.0562",44.0562,-121.3087,GABF
Silver,"2010 Bourbon Barrel Sexual Chocolate Imperial Stout","Foothills Brewing",Winston-Salem,NC,"Wood- and Barrel-Aged Strong Stout",2011,"-80.261 36.1029",36.1029,-80.261,GABF
Bronze,"Grand Inquisitor","Iron Hill Brewery & Restaurant",Wilmington,DE,"Wood- and Barrel-Aged Strong Stout",2011,"-75.5413 39.7415",39.7415,-75.5413,GABF
Gold,"Broad Street Barleywine","Rock Bottom Brewery - King of Prussia","King of Prussia",PA,"Aged Beer (Ale or Lager)",2007,"-75.3821 40.0962",40.0962,-75.3821,GABF
Silver,"2003 Pilgrim's Dole","New Holland Brewing Co.",Holland,MI,"Aged Beer (Ale or Lager)",2007,"-86.0984 42.7677",42.7677,-86.0984,GABF
Bronze,"Alaskan Smoked Porter 2004","Alaskan Brewing Co.",Juneau,AK,"Aged Beer (Ale or Lager)",2007,"-134.1739 58.4546",58.4546,-134.1739,GABF
Gold,"Steam Engine Lager","Steamworks Brewing Co.",Durango/Bayfield,CO,"American-Style Amber Lager",2007,,,,GABF
Silver,"Toasted Lager","Blue Point Brewing Co.",Patchogue,NY,"American-Style Amber Lager",2007,"-73.0185 40.7621",40.7621,-73.0185,GABF
Bronze,"Old Scratch Amber Lager","Flying Dog Brewery",Denver,CO,"American-Style Amber Lager",2007,"-104.8759 39.7621",39.7621,-104.8759,GABF
Gold,"Stone Levitation Ale","Stone Brewing Co.",Escondido,CA,"American-Style Amber/Red Ale",2007,"-117.0723 33.1347",33.1347,-117.0723,GABF
Silver,"Hop Head Red","Green Flash Brewing Co.",Vista,CA,"American-Style Amber/Red Ale",2007,"-117.2386 33.1896",33.1896,-117.2386,GABF
Bronze,"McCarthy Red","Emmett's Tavern & Brewing Co.","West Dundee",IL,"American-Style Amber/Red Ale",2007,"-88.3072 42.0984",42.0984,-88.3072,GABF
Gold,"Doryman's Dark Ale","Pelican Pub & Brewery","Pacific City",OR,"American-Style Brown Ale",2007,"-123.9536 45.2054",45.2054,-123.9536,GABF
Silver,"Redrock Nut Brown Ale","Redrock Brewing Co.","Salt Lake City",UT,"American-Style Brown Ale",2007,"-111.93 40.7774",40.7774,-111.93,GABF
Bronze,"Bitch Creek ESB","Grand Teton Brewing Co.",Victor,ID,"American-Style Brown Ale",2007,"-111.1107 43.6014",43.6014,-111.1107,GABF
Gold,"Lone Star","Pabst Brewing Co.",Woodridge,IL,"American-Style Cream Ale or Lager",2007,"-88.0408 41.7368",41.7368,-88.0408,GABF
Silver,"Old Style","Pabst Brewing Co.",Woodridge,IL,"American-Style Cream Ale or Lager",2007,"-88.0408 41.7368",41.7368,-88.0408,GABF
Bronze,"TAPS Cream Ale","TAPS Fish House & Brewery",Brea,CA,"American-Style Cream Ale or Lager",2007,"-117.8654 33.9254",33.9254,-117.8654,GABF
Gold,"Roadrunner Red Lager","Thunder Canyon Brewery",Tucson,AZ,"American-Style Dark Lager",2007,"-110.8782 32.1545",32.1545,-110.8782,GABF
Silver,"Henry Weinhard's Classic Dark","Miller Brewing Co.",Milwaukee,WI,"American-Style Dark Lager",2007,"-87.9673 43.0642",43.0642,-87.9673,GABF
Bronze,"Elevator Dark Horse","Elevator Brewing Co.",Columbus,OH,"American-Style Dark Lager",2007,"-82.9851 39.986",39.986,-82.9851,GABF
Gold,"Whitetail Wheat","Montana Brewing Co.",Billings,MT,"American-Style Hefeweizen",2007,"-108.5509 45.7889",45.7889,-108.5509,GABF
Silver,"Easy Street Wheat","Odell Brewing Co.","Fort Collins",CO,"American-Style Hefeweizen",2007,"-105.0651 40.5475",40.5475,-105.0651,GABF
Bronze,"American Hefeweizen","Gella's Diner and Lb. Brewing Co.",Hays,KS,"American-Style Hefeweizen",2007,"-99.3219 38.8816",38.8816,-99.3219,GABF
